,id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
9319,8367,tt0102798,1.606765,48000000,390493908,Robin Hood: Prince of Thieves,Kevin Costner|Morgan Freeman|Christian Slater|Mary Elizabeth Mastrantonio|Alan Rickman,,Kevin Reynolds,"For the good of all men, and the love of one woman, he fought to uphold justice by breaking the law.",england|crusade|mercifulness|robin hood|folk hero,"When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.",143,Adventure|Drama|Action|Romance,Warner Bros.|Morgan Creek Productions,6/14/91,518,6.5,1991,76852456.412649,625217000.916145
9925,681,tt0066995,1.75511699999999,7200000,116000000,Diamonds Are Forever,Sean Connery|Jill St. John|Charles Gray|Lana Wood|Jimmy Dean,http://www.mgm.com/view/movie/529/Diamonds-Are-Forever/,Guy Hamilton,The man who made 007 a household number,satellite|plastic surgery|smuggling|murder|extortion,Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out whoâ€™s guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.,120,Adventure|Action|Thriller|Science Fiction,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,12/13/71,331,6.2,1971,38773403.3839487,624682610.07473
1920,10138,tt1228705,5.70486,200000000,623933331,Iron Man 2,Robert Downey Jr.|Gwyneth Paltrow|Don Cheadle|Scarlett Johansson|Mickey Rourke,http://www.ironmanmovie.com/,Jon Favreau,"It's not the armor that makes the hero, but the man inside.",malibu|marvel comic|comic|superhero|revenge,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press, and the public to share his technology with the military. Unwilling to let go of his invention, Stark, along with Pepper Potts, and James ""Rhodey"" Rhodes at his side, must forge new alliances - and confront powerful enemies.",124,Adventure|Action|Science Fiction,Marvel Studios,4/28/10,4920,6.6,2010,200000000.0,623933331.0
6566,1593,tt0477347,2.313345,110000000,574480841,Night at the Museum,Ben Stiller|Jake Cherry|Carla Gugino|Robin Williams|Dick Van Dyke,,Shawn Levy,Where History Comes To Life,sunrise|indian|museum|skeleton|chaos,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.",108,Action|Adventure|Comedy|Family|Fantasy,Ingenious Film Partners|Twentieth Century Fox Film Corporation|1492 Pictures|21 Laps Entertainment,10/20/06,1572,6.2,2006,118983607.412073,621398207.739104
5432,49521,tt0770828,3.97246,225000000,662845518,Man of Steel,Henry Cavill|Amy Adams|Michael Shannon|Diane Lane|Russell Crowe,http://www.manofsteel.com/,Zack Snyder,You will believe that a man can fly.,saving the world|dc comics|superhero|based on comic book|superhuman,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",143,Action|Adventure|Fantasy|Science Fiction,Legendary Pictures|Warner Bros.|DC Entertainment|Syncopy|Cruel and Unusual Films,6/12/13,4729,6.5,2013,210607504.366595,620445512.562503
7884,620,tt0087332,2.484654,30000000,295212467,Ghostbusters,Bill Murray|Dan Aykroyd|Sigourney Weaver|Harold Ramis|Rick Moranis,http://www.ghostbusters.com/,Ivan Reitman,They ain't afraid of no ghost.,library|taxi|flat|mayor|mythology,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",107,Fantasy|Action|Comedy|Science Fiction|Family,Columbia Pictures Corporation|Delphi Films|Black Rhino Productions,6/7/84,1383,7.2,1984,62971261.1758245,619663378.727216
2884,11631,tt0795421,2.543535,52000000,609841637,Mamma Mia!,Meryl Streep|Pierce Brosnan|Amanda Seyfried|Colin Firth|Stellan SkarsgÃ¥rd,,Phyllida Lloyd,Take a trip down the aisle you'll never forget,single parent|greece|musical|daughter|singles,"Set on an idyllic Greek island, the plot serves as a background for a wealth of ABBA hit songs. Donna, an independent, single mother who owns a small hotel on the island is about to let go of Sophie, the spirited young daughter she's raised alone. But Sophie has secretly invited three of her mother's ex-lovers in the hopes of finding her father.",108,Comedy|Romance,Universal Pictures|Internationale Filmproduktion Richter|Playtone|Relativity Media|Littlestar,6/30/08,805,6.2,2008,52664904.9580767,617639458.693902
10208,19610,tt0075265,0.155768,6000000,161000000,A Star Is Born,Barbra Streisand|Kris Kristofferson|Gary Busey|Oliver Clark|Venetta Fields,,Frank Pierson,,rock star|romance|fame,"A Star Is Born is a 1976 rock music film telling the story of a young woman, played by Barbra Streisand who enters show business, and meets and falls in love with an established male star, played by Kris Kristofferson, only to find her career ascending while his goes into decline.",139,Drama|Music|Romance,Barwood Films|Warner Bros.,12/16/76,14,5.7,1976,22990188.1708584,616903382.584702
7392,6479,tt0480249,2.692916,150000000,585349010,I Am Legend,Will Smith|Alice Braga|Charlie Tahan|Salli Richardson-Whitfield|Willow Smith,http://iamlegend.warnerbros.com/,Francis Lawrence,The last man on Earth is not alone,saving the world|lost civilisation|post-apocalyptic|dystopia|matter of life and death,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",101,Drama|Horror|Action|Thriller|Science Fiction,Village Roadshow Pictures|Original Film|Weed Road Pictures|Warner Bros.|Heyday Films,12/14/07,3013,6.8,2007,157750287.394731,615593163.691478
9613,10998,tt0093010,0.865812999999999,14000000,320145693,Fatal Attraction,Michael Douglas|Glenn Close|Anne Archer|Ellen Hamilton Latzen|Jane Krakowski,,Adrian Lyne,A look that led to an evening. A mistake he'll regret...FOR THE REST OF HIS LIFE.,sexual obsession|wife husband relationship|deceived wive|marriage crisis|suspense,A married man's one night stand comes back to haunt him when that lover begins to stalk him and his family.,119,Horror|Drama|Romance|Thriller,Paramount Pictures,9/11/87,131,6.4,1987,26867126.1329051,614385336.766952
6215,254,tt0360717,1.508329,207000000,550000000,King Kong,Naomi Watts|Jack Black|Adrien Brody|Thomas Kretschmann|Colin Hanks,,Peter Jackson,The eighth wonder of the world.,film business|screenplay|show business|film making|film producer,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",187,Adventure|Drama|Action,WingNut Films|Universal Pictures|Big Primate Pictures|MFPV Film,12/14/05,1289,6.4,2005,231128600.95848,614109809.309971
2889,10527,tt0479952,2.217084,150000000,603900354,Madagascar: Escape 2 Africa,Ben Stiller|Jada Pinkett Smith|David Schwimmer|Chris Rock|Cedric the Entertainer,http://www.madagascar-themovie.com,Eric Darnell,Still together. Still lost!,africa|jealousy|dance|hunger|lion,"Alex, Marty, Melman, Gloria, King Julien, Maurice, the penguins and the chimps are back and still marooned on Madagascar. In the face of this obstacle, the New Yorkers have hatched a plan so crazy it just might work. With military precision, the penguins have repaired an old crashed plane... sort of.",89,Family|Animation,DreamWorks Animation,10/30/08,1147,6.1,2008,151917995.071375,611622206.683824
2889,10527,tt0479952,2.217084,150000000,603900354,Madagascar: Escape 2 Africa,Ben Stiller|Jada Pinkett Smith|David Schwimmer|Chris Rock|Cedric the Entertainer,http://www.madagascar-themovie.com,Tom McGrath,Still together. Still lost!,africa|jealousy|dance|hunger|lion,"Alex, Marty, Melman, Gloria, King Julien, Maurice, the penguins and the chimps are back and still marooned on Madagascar. In the face of this obstacle, the New Yorkers have hatched a plan so crazy it just might work. With military precision, the penguins have repaired an old crashed plane... sort of.",89,Family|Animation,DreamWorks Animation,10/30/08,1147,6.1,2008,151917995.071375,611622206.683824
6091,1374,tt0089927,1.149954,31000000,300473716,Rocky IV,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers|Brigitte Nielsen,,Sylvester Stallone,He's facing the ultimate challenge. And fighting for his life.,usa|transporter|loss of lover|cold war|union of soviet socialist republics,"Rocky must come out of retirement to battle a gargantuan Soviet fighter named Drago, who brutally punished Rocky's friend and former rival, Apollo Creed. Seeking revenge in the name of his fallen comrade and his country, Rocky agrees to fight Drago in Moscow on Christmas, and the bout changes both fighters -- and the world.",91,Drama,United Artists,11/21/85,517,6.6,1985,62842147.6202591,609110116.673542
6089,1369,tt0089880,1.177428,44000000,300400432,Rambo: First Blood Part II,Sylvester Stallone|Richard Crenna|Charles Napier|Steven Berkoff|Julia Nickson,,George P. Cosmatos,"What most people call hell, he calls home.",usa|vietnam veteran|submachine gun|prisoner|prisoner of war,"Col. Troutman recruits ex-Green Beret John Rambo for a highly secret and dangerous mission. Teamed with freedom fighter Co Bao, Rambo goes deep into Vietnam to rescue POWs. Deserted by his own team, he's left in a hostile jungle to fight for his life, avenge the death of a woman and bring corrupt officials to justice.",96,Action|Adventure|Drama|Thriller|War,TriStar Pictures|Carolco Pictures,5/21/85,476,6.2,1985,89195306.2997226,608961557.836567
10725,642,tt0064115,1.357317,6000000,102308889,Butch Cassidy and the Sundance Kid,Paul Newman|Robert Redford|Katharine Ross|Strother Martin|Henry Jones,,George Roy Hill,"Not that it matters, but most of it is true.",wyoming|historical figure|loot sharing,"In late 1890s Wyoming, Butch Cassidy is the affable, clever, talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot ""Sundance Kid"".  As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",110,History|Drama|Western|Crime,Twentieth Century Fox Film Corporation|Campanile Productions|Newman-Foreman Productions,9/23/69,379,7.0,1969,35665585.2068663,608151066.341555
9461,856,tt0096438,1.115598,70000000,329803958,Who Framed Roger Rabbit,Bob Hoskins|Christopher Lloyd|Joanna Cassidy|Charles Fleischer|Kathleen Turner,,Robert Zemeckis,"It's the story of a man, a woman, and a rabbit in a triangle of trouble.",falsely accused person|film business|hiding place|suspicion of murder|mental breakdown,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",104,Fantasy|Animation|Comedy|Crime|Family,Amblin Entertainment|Silver Screen Partners III|Touchstone Pictures|Walt Disney Feature Animation,6/21/88,723,6.9,1988,129072371.616321,608122557.535853
10755,621,tt0077631,1.697618,6000000,181813770,Grease,John Travolta|Olivia Newton-John|Stockard Channing|Jeff Conaway|Didi Conn,,Randal Kleiser,Grease is the word,flying car|street gang|running|graduation|musical,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",110,Music,Paramount Pictures|Robert Stigwood Organization (RSO),7/7/78,786,7.0,1978,20056204.1694842,607749015.323942
3619,51497,tt1596343,0.436803,125000000,626137675,Fast Five,Vin Diesel|Paul Walker|Dwayne Johnson|Jordana Brewster|Tyrese Gibson,http://www.watchvideoseries.com/movies/fast-five-2011-2/,Justin Lin,Get the Fifth Gear.,brazil|fbi|death of a friend|freedom|escape from prison,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",130,Action|Thriller|Crime,Universal Pictures|Original Film|One Race Productions,4/20/11,1591,7.1,2011,121174755.323934,606976636.537775
2410,603,tt0133093,7.753899,63000000,463517383,The Matrix,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss|Hugo Weaving|Gloria Foster,http://www.warnerbros.com/matrix,Lilly Wachowski,Welcome to the Real World.,saving the world|artificial intelligence|man vs machine|philosophy|prophecy,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",136,Action|Science Fiction,Village Roadshow Pictures|Groucho II Film Partnership|Silver Pictures|Warner Bros.,3/30/99,6351,7.8,1999,82470329.3354423,606768749.6621
2410,603,tt0133093,7.753899,63000000,463517383,The Matrix,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss|Hugo Weaving|Gloria Foster,http://www.warnerbros.com/matrix,Lana Wachowski,Welcome to the Real World.,saving the world|artificial intelligence|man vs machine|philosophy|prophecy,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",136,Action|Science Fiction,Village Roadshow Pictures|Groucho II Film Partnership|Silver Pictures|Warner Bros.,3/30/99,6351,7.8,1999,82470329.3354423,606768749.6621
9316,10020,tt0101414,3.852269,25000000,377350553,Beauty and the Beast,Paige O'Hara|Robby Benson|Richard White|Jerry Orbach|David Ogden Stiers,http://disney.go.com/disneyvideos/animatedfilms/beauty/?cmp=dcom_VAN_WDSHE_BEA_van_batb__Extl,Gary Trousdale,The most beautiful love story ever told.,prince|book|castle|rose|musical,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",84,Romance|Family|Animation|Fantasy|Music,Walt Disney Pictures|Walt Disney Animation Studios|Silver Screen Partners IV,11/12/91,1703,7.3,1991,40027321.0482546,604173269.306698
9316,10020,tt0101414,3.852269,25000000,377350553,Beauty and the Beast,Paige O'Hara|Robby Benson|Richard White|Jerry Orbach|David Ogden Stiers,http://disney.go.com/disneyvideos/animatedfilms/beauty/?cmp=dcom_VAN_WDSHE_BEA_van_batb__Extl,Kirk Wise,The most beautiful love story ever told.,prince|book|castle|rose|musical,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",84,Romance|Family|Animation|Fantasy|Music,Walt Disney Pictures|Walt Disney Animation Studios|Silver Screen Partners IV,11/12/91,1703,7.3,1991,40027321.0482546,604173269.306698
7833,1367,tt0079817,1.049233,7000000,200182160,Rocky II,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers|Burgess Meredith,,Sylvester Stallone,Once he fought for a dream. Now he's fighting for love!,transporter|coma|wife husband relationship|intensive care|hero,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",119,Drama,United Artists,6/15/79,504,6.8,1979,21031878.0175111,601458110.057414
635,177572,tt2245084,8.691294,165000000,652105443,Big Hero 6,Scott Adsit|Ryan Potter|Daniel Henney|T.J. Miller|Jamie Chung,http://movies.disney.com/big-hero-6,Don Hall,From the creators of Wreck-it Ralph and Frozen,brother brother relationship|hero|talent|revenge|best friend,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",102,Adventure|Family|Animation|Action|Comedy,Walt Disney Pictures|Walt Disney Animation Studios,10/24/14,4185,7.8,2014,151980023.37729,600648487.706658
635,177572,tt2245084,8.691294,165000000,652105443,Big Hero 6,Scott Adsit|Ryan Potter|Daniel Henney|T.J. Miller|Jamie Chung,http://movies.disney.com/big-hero-6,Chris Williams,From the creators of Wreck-it Ralph and Frozen,brother brother relationship|hero|talent|revenge|best friend,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",102,Adventure|Family|Animation|Action|Comedy,Walt Disney Pictures|Walt Disney Animation Studios,10/24/14,4185,7.8,2014,151980023.37729,600648487.706658
19,131634,tt1951266,5.476958,160000000,650523427,The Hunger Games: Mockingjay - Part 2,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks,http://www.thehungergames.movie/,Francis Lawrence,The fire will burn forever.,revolution|strong woman|dystopia|game of death|3d,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends â€“ including Gale, Finnick, and Peeta â€“ Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",136,War|Adventure|Science Fiction,Studio Babelsberg|StudioCanal|Lionsgate|Walt Disney Studios Motion Pictures|Color Force,11/18/15,2380,6.5,2015,147199935.232028,598481289.508232
2639,808,tt0126029,2.918566,60000000,484409218,Shrek,Mike Myers|Eddie Murphy|Cameron Diaz|John Lithgow|Vincent Cassel,http://www.shrek.com/,Andrew Adamson,The greatest fairy tale never told.,liberation|lordship|castle|magic mirror|robin hood,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",90,Adventure|Animation|Comedy|Family|Fantasy,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,5/16/01,2284,7.1,2001,73889287.0016306,596544195.583957
2639,808,tt0126029,2.918566,60000000,484409218,Shrek,Mike Myers|Eddie Murphy|Cameron Diaz|John Lithgow|Vincent Cassel,http://www.shrek.com/,Vicky Jenson,The greatest fairy tale never told.,liberation|lordship|castle|magic mirror|robin hood,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",90,Adventure|Animation|Comedy|Family|Fantasy,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,5/16/01,2284,7.1,2001,73889287.0016306,596544195.583957
6981,693,tt0290002,2.041955,80000000,516642939,Meet the Fockers,Ben Stiller|Teri Polo|Robert De Niro|Dustin Hoffman|Barbra Streisand,http://www.meetthefockers.com/index.php,Jay Roach,Misery loves family.,cia|parents kids relationship|florida|anti-authoritarian upbringing|jew,"Hard-to-crack ex-CIA man, Jack Byrnes and his wife, Dina head for the warmer climes of Florida to meet son-in-law-to-be, Greg Focker's parents. Unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract.",115,Comedy|Romance,DreamWorks SKG|Universal Pictures|Everyman Pictures|Tribeca Productions,12/15/04,782,6.1,2004,92355631.9849719,596436064.273978
6199,953,tt0351283,2.444998,75000000,532680671,Madagascar,Ben Stiller|Chris Rock|David Schwimmer|Jada Pinkett Smith|Sacha Baron Cohen,,Eric Darnell,It's All Some Type Of Whacked Out Conspiracy.,lion|hippopotamus|giraffe|penguin|zebra,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",86,Family|Animation,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,5/25/05,2107,6.4,2005,83742246.724087,594771682.347123
6199,953,tt0351283,2.444998,75000000,532680671,Madagascar,Ben Stiller|Chris Rock|David Schwimmer|Jada Pinkett Smith|Sacha Baron Cohen,,Tom McGrath,It's All Some Type Of Whacked Out Conspiracy.,lion|hippopotamus|giraffe|penguin|zebra,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",86,Family|Animation,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation,5/25/05,2107,6.4,2005,83742246.724087,594771682.347123
2881,10764,tt0830515,3.086676,200000000,586090727,Quantum of Solace,Daniel Craig|Olga Kurylenko|Mathieu Amalric|Judi Dench|Giancarlo Giannini,http://www.mgm.com/view/movie/234/Quantum-of-Solace/,Marc Forster,"For love, for hate, for justice, for revenge.",killing|undercover|secret agent|james bond,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",106,Adventure|Action|Thriller|Crime,Eon Productions,10/30/08,2149,6.0,2008,202557326.761833,593584854.505097
4381,41154,tt1409024,2.592896,225000000,624026776,Men in Black 3,Will Smith|Tommy Lee Jones|Josh Brolin|Michael Stuhlbarg|Emma Thompson,http://www.sonypictures.com/movies/meninblack3/,Barry Sonnenfeld,They are back... in time.,time travel|time machine|alien|fictional government agency|seeing the future,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",106,Action|Comedy|Science Fiction,Amblin Entertainment|Media Magik Entertainment|Imagenation Abu Dhabi FZ|Hemisphere Media Capital|Parkes/MacDonald Productions,5/23/12,3142,6.1,2012,213692463.304255,592665861.916678
2877,1726,tt0371746,4.977955,140000000,585174222,Iron Man,Robert Downey Jr.|Terrence Howard|Jeff Bridges|Gwyneth Paltrow|Leslie Bibb,http://www.ironmanmovie.com/,Jon Favreau,Heroes aren't born. They're built.,middle east|arms dealer|malibu|marvel comic|comic,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",126,Action|Science Fiction|Adventure,Marvel Studios,4/30/08,6220,7.3,2008,141790128.733283,592656630.491278
1929,38757,tt0398286,2.865684,260000000,591794936,Tangled,Zachary Levi|Mandy Moore|Donna Murphy|Ron Perlman|M.C. Gainey,http://disney.go.com/disneypictures/tangled/,Nathan Greno,They're taking adventure to new lengths.,hostage|horse|fairy tale|musical|princess,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",100,Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,11/24/10,2019,7.3,2010,260000000.0,591794936.0
1929,38757,tt0398286,2.865684,260000000,591794936,Tangled,Zachary Levi|Mandy Moore|Donna Murphy|Ron Perlman|M.C. Gainey,http://disney.go.com/disneypictures/tangled/,Byron Howard,They're taking adventure to new lengths.,hostage|horse|fairy tale|musical|princess,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",100,Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,11/24/10,2019,7.3,2010,260000000.0,591794936.0
9183,165,tt0096874,2.566875,40000000,332000000,Back to the Future Part II,Michael J. Fox|Christopher Lloyd|Lea Thompson|Elisabeth Shue|James Tolkan,http://www.backtothefuture.com/movies/backtothefuture2,Robert Zemeckis,"Roads? Where we're going, we don't need roads!",skateboarding|flying car|car race|delorean|lightning,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",108,Adventure|Comedy|Family|Science Fiction|Action,Universal Pictures|Amblin Entertainment|U-Drive Productions,11/20/89,2436,7.2,1989,70359397.5617302,583982999.762361
8661,98,tt0172495,4.271452,103000000,457640427,Gladiator,Russell Crowe|Joaquin Phoenix|Connie Nielsen|Oliver Reed|Richard Harris,,Ridley Scott,A Hero Will Rise.,rome|gladiator|roman empire|slavery|battlefield,"General Maximus' success in battle earns the favour of the Roman Empire's elderly Emperor at the expense of the Emperor's son. In a fit of jealous rage the son slays his father before turning his anger towards Maximus. Now reduced to a slave, and his family dead, Maximus must fight as a gladiator to gain his freedom â€“ and his revenge.",155,Action|Drama|Adventure,DreamWorks SKG|Universal Pictures|Scott Free Productions|Red Wagon Entertainment|Mill Film,5/1/00,3531,7.7,2000,130428087.777343,579506463.914726
4374,87827,tt0454876,3.14008,120000000,609016565,Life of Pi,Suraj Sharma|Irrfan Khan|Ayush Tandon|Gautam Belur|Adil Hussain,http://www.lifeofpimovie.com/,Ang Lee,Believe The Unbelievable,ocean|shipwreck|hindu|tiger|faith,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",127,Adventure|Drama|Action,Ingenious Film Partners|Ingenious Media|Dune Entertainment|Fox 2000 Pictures|Big Screen Productions,11/20/12,4338,7.1,2012,113969313.762269,578409999.857538
9607,96,tt0092644,1.07467,20000000,299965036,Beverly Hills Cop II,Eddie Murphy|Judge Reinhold|John Ashton|Ronny Cox|Paul Reiser,,Tony Scott,The Heat's Back On!,smuggling of arms|detective|intensive care|undercover|strip club,"Axel Foley is back and as funny as ever in this fast-paced sequel to the original smash hit. This time, the Detroit cop heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin, and the chase is on!",100,Action|Comedy|Crime,Paramount Pictures|Eddie Murphy Productions|Don Simpson/Jerry Bruckheimer Films,5/18/87,333,6.1,1987,38381608.761293,575657032.690959
4956,310,tt0315327,2.899533,80000000,484572835,Bruce Almighty,Jim Carrey|Jennifer Aniston|Philip Baker Hall|Catherine Bell|Lisa Ann Walter,http://www.brucealmighty.com/,Tom Shadyac,In Bruce we trust,christianity|moon|responsability|moses|street gang,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",101,Fantasy|Comedy,Universal Pictures|Spyglass Entertainment|Shady Acres Entertainment|Pit Bull Productions,5/23/03,1706,6.3,2003,94828211.5826022,574389691.557017
